,cap_hit,Player,team_name,Season
5451,742500,Nikita Nesterov,tampa-bay-lightning,2015-2016
5452,711667,Nikita Kucherov,tampa-bay-lightning,2015-2016
5453,641667,Tanner Richard,tampa-bay-lightning,2015-2016
5454,633333,Cedric Paquette,tampa-bay-lightning,2015-2016
5455,625000,Tye Mcginn,tampa-bay-lightning,2015-2016
5456,600000,Mike Blunden,tampa-bay-lightning,2015-2016
5457,600000,Jonathan Marchessault,tampa-bay-lightning,2015-2016
5458,600000,Matthew Taormina,tampa-bay-lightning,2015-2016
5459,8500000,Steven Stamkos,tampa-bay-lightning,2016-2017
5460,5800000,Ryan Callahan,tampa-bay-lightning,2016-2017
5461,4766666,Nikita Kucherov,tampa-bay-lightning,2016-2017
5462,4600000,Jason Garrison,tampa-bay-lightning,2016-2017
5463,4500000,Anton Stralman,tampa-bay-lightning,2016-2017
5464,4450000,Alex Killorn,tampa-bay-lightning,2016-2017
5465,4000000,Victor Hedman,tampa-bay-lightning,2016-2017
5466,3700000,Braydon Coburn,tampa-bay-lightning,2016-2017
5467,3333333,Tyler Johnson,tampa-bay-lightning,2016-2017
5468,3333333,Ondrej Palat,tampa-bay-lightning,2016-2017
5469,1937500,Vladislav Namestnikov,tampa-bay-lightning,2016-2017
5470,1450000,Andrej Sustr,tampa-bay-lightning,2016-2017
5471,1250000,J.T. Brown,tampa-bay-lightning,2016-2017
5472,1250000,Erik Condra,tampa-bay-lightning,2016-2017
5473,925000,Andrei Vasilevski,tampa-bay-lightning,2016-2017
5474,894167,Jonathan Drouin,tampa-bay-lightning,2016-2017
5475,894167,Slater Koekkoek,tampa-bay-lightning,2016-2017
5476,874167,Adam Erne,tampa-bay-lightning,2016-2017
5477,812500,Cedric Paquette,tampa-bay-lightning,2016-2017
5478,796250,Matthew Peca,tampa-bay-lightning,2016-2017
5479,700000,Greg Mckegg,tampa-bay-lightning,2016-2017
5480,686667,Brayden Point,tampa-bay-lightning,2016-2017
5481,616667,Jake Dotchin,tampa-bay-lightning,2016-2017
5482,600000,Peter Budaj,tampa-bay-lightning,2016-2017
5483,600000,Yanni Gourde,tampa-bay-lightning,2016-2017
5484,575000,Michael Bournival,tampa-bay-lightning,2016-2017
5485,575000,Cory Conacher,tampa-bay-lightning,2016-2017
5486,575000,Gabriel Dumont,tampa-bay-lightning,2016-2017
5487,575000,Byron Froese,tampa-bay-lightning,2016-2017
5488,575000,Kristers Gudlevskis,tampa-bay-lightning,2016-2017
5489,575000,Tanner Richard,tampa-bay-lightning,2016-2017
5490,575000,Matthew Taormina,tampa-bay-lightning,2016-2017
5491,575000,Joel Vermin,tampa-bay-lightning,2016-2017
5492,575000,Luke Witkowski,tampa-bay-lightning,2016-2017
5493,8500000,Steven Stamkos,tampa-bay-lightning,2017-2018
5494,7875000,Victor Hedman,tampa-bay-lightning,2017-2018
5495,5800000,Ryan Callahan,tampa-bay-lightning,2017-2018
5496,5300000,Ondrej Palat,tampa-bay-lightning,2017-2018
5497,5000000,Tyler Johnson,tampa-bay-lightning,2017-2018
5498,4766666,Nikita Kucherov,tampa-bay-lightning,2017-2018
5499,4700000,Ryan Mcdonagh,tampa-bay-lightning,2017-2018
5500,4500000,Anton Stralman,tampa-bay-lightning,2017-2018
5501,4450000,Alex Killorn,tampa-bay-lightning,2017-2018
5502,3700000,Braydon Coburn,tampa-bay-lightning,2017-2018
5503,3500000,Andrei Vasilevski,tampa-bay-lightning,2017-2018
5504,3000000,Dan Girardi,tampa-bay-lightning,2017-2018
5505,2750000,J.T. Miller,tampa-bay-lightning,2017-2018
5506,2000000,Chris Kunitz,tampa-bay-lightning,2017-2018
5507,1950000,Andrej Sustr,tampa-bay-lightning,2017-2018
5508,1250000,Erik Condra,tampa-bay-lightning,2017-2018
5509,1050000,Louis Domingue,tampa-bay-lightning,2017-2018
5510,1025000,Peter Budaj,tampa-bay-lightning,2017-2018
5511,1000000,Yanni Gourde,tampa-bay-lightning,2017-2018
5512,894167,Mikhail Sergachev,tampa-bay-lightning,2017-2018
5513,874167,Adam Erne,tampa-bay-lightning,2017-2018
5514,812500,Cedric Paquette,tampa-bay-lightning,2017-2018
5515,812500,Jake Dotchin,tampa-bay-lightning,2017-2018
5516,800000,Slater Koekkoek,tampa-bay-lightning,2017-2018
5517,759167,Connor Ingram,tampa-bay-lightning,2017-2018
5518,728333,Anthony Cirelli,tampa-bay-lightning,2017-2018
5519,686667,Brayden Point,tampa-bay-lightning,2017-2018
5520,650000,Michael Bournival,tampa-bay-lightning,2017-2018
5521,650000,Cory Conacher,tampa-bay-lightning,2017-2018
5522,650000,Jamie Mcbain,tampa-bay-lightning,2017-2018
5523,650000,Matthew Peca,tampa-bay-lightning,2017-2018
5524,6500000,Dion Phaneuf,toronto-maple-leafs,2011-2012
5525,5400000,Philip Kessel,toronto-maple-leafs,2011-2012
5526,4750000,Tim Connolly,toronto-maple-leafs,2011-2012
5527,4500000,Mike Komisarek,toronto-maple-leafs,2011-2012
5528,4250000,Joffrey Lupul,toronto-maple-leafs,2011-2012
5529,3600000,Luke Schenn,toronto-maple-leafs,2011-2012
5530,3500000,Matthew Lombardi,toronto-maple-leafs,2011-2012
5531,3250000,Clarke Macarthur,toronto-maple-leafs,2011-2012
5532,2900000,Mikhail Grabovski,toronto-maple-leafs,2011-2012
5533,2875000,Chris Stewart,toronto-maple-leafs,2011-2012
5534,2350000,Nikolai Kulemin,toronto-maple-leafs,2011-2012
5535,1800000,James Reimer,toronto-maple-leafs,2011-2012
5536,1500000,Tyler Bozak,toronto-maple-leafs,2011-2012
5537,1350000,Jonas Gustavsson,toronto-maple-leafs,2011-2012
5538,1325000,Carl Gunnarsson,toronto-maple-leafs,2011-2012
5539,1300000,Matt Frattin,toronto-maple-leafs,2011-2012
5540,1100000,David Steckel,toronto-maple-leafs,2011-2012
5541,1000000,Colton Orr,toronto-maple-leafs,2011-2012
5542,900000,Simon Gysbers,toronto-maple-leafs,2011-2012
5543,875000,Jake Gardiner,toronto-maple-leafs,2011-2012
5544,870000,Nazem Kadri,toronto-maple-leafs,2011-2012
5545,750000,Joey Crabb,toronto-maple-leafs,2011-2012
5546,736667,Mike Brown,toronto-maple-leafs,2011-2012
5547,700000,Korbinian Holzer,toronto-maple-leafs,2011-2012
5548,600000,Jay Rosehill,toronto-maple-leafs,2011-2012
5549,600000,Ben Scrivens,toronto-maple-leafs,2011-2012
5550,558333,Keith Aulie,toronto-maple-leafs,2011-2012
5551,525000,Ryan Hamilton,toronto-maple-leafs,2011-2012
5552,6500000,Dion Phaneuf,toronto-maple-leafs,2012-2013
5553,5500000,Mikhail Grabovski,toronto-maple-leafs,2012-2013
5554,5400000,Philip Kessel,toronto-maple-leafs,2012-2013
5555,4250000,Joffrey Lupul,toronto-maple-leafs,2012-2013
5556,4250000,James Van Riemsdyk,toronto-maple-leafs,2012-2013
5557,3875000,John-Michael Liles,toronto-maple-leafs,2012-2013
5558,3250000,Clarke Macarthur,toronto-maple-leafs,2012-2013
5559,2800000,Nikolai Kulemin,toronto-maple-leafs,2012-2013
5560,1800000,Ryan O'Byrne,toronto-maple-leafs,2012-2013
5561,1800000,James Reimer,toronto-maple-leafs,2012-2013
5562,1500000,Jay Mcclement,toronto-maple-leafs,2012-2013
5563,1500000,Tyler Bozak,toronto-maple-leafs,2012-2013
5564,1325000,Carl Gunnarsson,toronto-maple-leafs,2012-2013
5565,1200000,Cody Franson,toronto-maple-leafs,2012-2013
5566,1000000,Colton Orr,toronto-maple-leafs,2012-2013
5567,925000,Matt Frattin,toronto-maple-leafs,2012-2013
5568,900000,Drew Macintyre,toronto-maple-leafs,2012-2013
5569,875000,Jake Gardiner,toronto-maple-leafs,2012-2013
5570,870000,Nazem Kadri,toronto-maple-leafs,2012-2013
5571,850000,Leo Komarov,toronto-maple-leafs,2012-2013
5572,632500,Frazer Mclaren,toronto-maple-leafs,2012-2013
5573,612500,Ben Scrivens,toronto-maple-leafs,2012-2013
5574,600000,Mark Fraser,toronto-maple-leafs,2012-2013
5575,600000,Ryan Hamilton,toronto-maple-leafs,2012-2013
5576,600000,Mike Kostka,toronto-maple-leafs,2012-2013
5577,600000,Jussi Rynnas,toronto-maple-leafs,2012-2013
5578,6500000,Dion Phaneuf,toronto-maple-leafs,2013-2014
5579,5400000,Philip Kessel,toronto-maple-leafs,2013-2014
5580,5250000,David Clarkson,toronto-maple-leafs,2013-2014
5581,5250000,Joffrey Lupul,toronto-maple-leafs,2013-2014
5582,4250000,James Van Riemsdyk,toronto-maple-leafs,2013-2014
5583,4200000,Tyler Bozak,toronto-maple-leafs,2013-2014
5584,3375000,Dave Bolland,toronto-maple-leafs,2013-2014
5585,3150000,Carl Gunnarsson,toronto-maple-leafs,2013-2014
5586,2900000,Jonathan Bernier,toronto-maple-leafs,2013-2014
5587,2900000,Nazem Kadri,toronto-maple-leafs,2013-2014
5588,2800000,Nikolai Kulemin,toronto-maple-leafs,2013-2014
5589,2112821,Tim Gleason,toronto-maple-leafs,2013-2014
5590,2000000,Cody Franson,toronto-maple-leafs,2013-2014
5591,1800000,James Reimer,toronto-maple-leafs,2013-2014
5592,1500000,Jay Mcclement,toronto-maple-leafs,2013-2014
5593,1000000,Paul Ranger,toronto-maple-leafs,2013-2014
5594,1000000,Mason Raymond,toronto-maple-leafs,2013-2014
5595,925000,Colton Orr,toronto-maple-leafs,2013-2014
5596,894167,Morgan Rielly,toronto-maple-leafs,2013-2014
5597,875000,Jake Gardiner,toronto-maple-leafs,2013-2014
5598,581538,Carter Ashton,toronto-maple-leafs,2013-2014
5599,433846,Troy Bodie,toronto-maple-leafs,2013-2014
5600,55385,Drew Macintyre,toronto-maple-leafs,2013-2014
5601,8000000,Philip Kessel,toronto-maple-leafs,2014-2015
5602,7000000,Dion Phaneuf,toronto-maple-leafs,2014-2015
5603,5250000,Joffrey Lupul,toronto-maple-leafs,2014-2015
5604,4250000,James Van Riemsdyk,toronto-maple-leafs,2014-2015
5605,4200000,Tyler Bozak,toronto-maple-leafs,2014-2015
5606,4050000,Jake Gardiner,toronto-maple-leafs,2014-2015
5607,3000000,Stephane Robidas,toronto-maple-leafs,2014-2015
5608,2950000,Leo Komarov,toronto-maple-leafs,2014-2015
5609,2900000,Nazem Kadri,toronto-maple-leafs,2014-2015
5610,2900000,Jonathan Bernier,toronto-maple-leafs,2014-2015
5611,2750000,Roman Polak,toronto-maple-leafs,2014-2015
5612,2300000,James Reimer,toronto-maple-leafs,2014-2015
5613,1282258,Nathan Horton,toronto-maple-leafs,2014-2015
5614,1106667,Morgan Rielly,toronto-maple-leafs,2014-2015
5615,1100000,Petri Kontiola,toronto-maple-leafs,2014-2015
5616,1100000,David Booth,toronto-maple-leafs,2014-2015
5617,912500,Casey Bailey,toronto-maple-leafs,2014-2015
5618,775000,Peter Holland,toronto-maple-leafs,2014-2015
5619,731048,Richard Panik,toronto-maple-leafs,2014-2015
5620,632083,Eric Brewer,toronto-maple-leafs,2014-2015
5621,455376,Trevor Smith,toronto-maple-leafs,2014-2015
5622,366666,Brandon Kozun,toronto-maple-leafs,2014-2015
5623,136021,Zach Sill,toronto-maple-leafs,2014-2015
5624,135483,Tim Erixon,toronto-maple-leafs,2014-2015
5625,14919,Colton Orr,toronto-maple-leafs,2014-2015
5626,5300000,Nathan Horton,toronto-maple-leafs,2015-2016
5627,5250000,Joffrey Lupul,toronto-maple-leafs,2015-2016
5628,4500000,Brooks Laich,toronto-maple-leafs,2015-2016
5629,4250000,James Van Riemsdyk,toronto-maple-leafs,2015-2016
5630,4200000,Tyler Bozak,toronto-maple-leafs,2015-2016
5631,4150000,Jonathan Bernier,toronto-maple-leafs,2015-2016
5632,4100000,Nazem Kadri,toronto-maple-leafs,2015-2016
5633,4050000,Jake Gardiner,toronto-maple-leafs,2015-2016
5634,4000000,Milan Michalek,toronto-maple-leafs,2015-2016
5635,3100000,Jared Cowen,toronto-maple-leafs,2015-2016
5636,3000000,Stephane Robidas,toronto-maple-leafs,2015-2016
5637,3000000,Michael Grabner,toronto-maple-leafs,2015-2016
5638,2950000,Leo Komarov,toronto-maple-leafs,2015-2016
5639,2650000,Colin Greening,toronto-maple-leafs,2015-2016
5640,2000000,Raffi Torres,toronto-maple-leafs,2015-2016
5641,1600000,Alex Stalock,toronto-maple-leafs,2015-2016
5642,1500000,Pierre-Alexandre Parenteau,toronto-maple-leafs,2015-2016
5643,1500000,Ben Smith,toronto-maple-leafs,2015-2016
5644,1200000,Matt Hunwick,toronto-maple-leafs,2015-2016
5645,894167,William Nylander,toronto-maple-leafs,2015-2016
5646,894167,Morgan Rielly,toronto-maple-leafs,2015-2016
5647,863333,Frederik Gauthier,toronto-maple-leafs,2015-2016
5648,775000,Peter Holland,toronto-maple-leafs,2015-2016
5649,700000,Brad Boyes,toronto-maple-leafs,2015-2016
5650,700000,Martin Marincin,toronto-maple-leafs,2015-2016
5651,632500,Frank Corrado,toronto-maple-leafs,2015-2016
5652,575000,Byron Froese,toronto-maple-leafs,2015-2016
5653,5300000,Nathan Horton,toronto-maple-leafs,2016-2017
5654,5250000,Joffrey Lupul,toronto-maple-leafs,2016-2017
5655,5000000,Morgan Rielly,toronto-maple-leafs,2016-2017
5656,5000000,Frederik Andersen,toronto-maple-leafs,2016-2017
5657,4500000,Nazem Kadri,toronto-maple-leafs,2016-2017
5658,4500000,Brooks Laich,toronto-maple-leafs,2016-2017
5659,4250000,James Van Riemsdyk,toronto-maple-leafs,2016-2017
5660,4200000,Tyler Bozak,toronto-maple-leafs,2016-2017
5661,4050000,Jake Gardiner,toronto-maple-leafs,2016-2017
5662,4000000,Milan Michalek,toronto-maple-leafs,2016-2017
5663,3000000,Stephane Robidas,toronto-maple-leafs,2016-2017
5664,2950000,Leo Komarov,toronto-maple-leafs,2016-2017
5665,2650000,Colin Greening,toronto-maple-leafs,2016-2017
5666,2500000,Matt Martin,toronto-maple-leafs,2016-2017
5667,2250000,Roman Polak,toronto-maple-leafs,2016-2017
5668,2000000,Brian Boyle,toronto-maple-leafs,2016-2017
5669,2000000,Eric Fehr,toronto-maple-leafs,2016-2017
5670,1450000,Alex Marchenko,toronto-maple-leafs,2016-2017
5671,1250000,Martin Marincin,toronto-maple-leafs,2016-2017
5672,1200000,Matt Hunwick,toronto-maple-leafs,2016-2017
5673,925000,Auston Matthews,toronto-maple-leafs,2016-2017
5674,925000,Nikita Zaitsev,toronto-maple-leafs,2016-2017
5675,925000,Zach Hyman,toronto-maple-leafs,2016-2017
5676,894167,Mitchell Marner,toronto-maple-leafs,2016-2017
5677,894167,William Nylander,toronto-maple-leafs,2016-2017
5678,863333,Kasperi Kapanen,toronto-maple-leafs,2016-2017
5679,863333,Frederik Gauthier,toronto-maple-leafs,2016-2017
5680,800000,Curtis Mcelhinney,toronto-maple-leafs,2016-2017
5681,750000,Connor Carrick,toronto-maple-leafs,2016-2017
5682,736667,Nikita Soshnikov,toronto-maple-leafs,2016-2017
5683,686666,Connor Brown,toronto-maple-leafs,2016-2017
5684,675000,Ben Smith,toronto-maple-leafs,2016-2017
5685,655000,Antoine Bibeau,toronto-maple-leafs,2016-2017
5686,612500,Josh Leivo,toronto-maple-leafs,2016-2017
5687,575000,Garret Sparks,toronto-maple-leafs,2016-2017
5688,6250000,Patrick Marleau,toronto-maple-leafs,2017-2018
5689,6000000,Tomas Plekanec,toronto-maple-leafs,2017-2018
5690,5300000,Nathan Horton,toronto-maple-leafs,2017-2018
5691,5250000,Joffrey Lupul,toronto-maple-leafs,2017-2018
5692,5000000,Morgan Rielly,toronto-maple-leafs,2017-2018
5693,5000000,Frederik Andersen,toronto-maple-leafs,2017-2018
5694,4500000,Nikita Zaitsev,toronto-maple-leafs,2017-2018
5695,4500000,Nazem Kadri,toronto-maple-leafs,2017-2018
5696,4250000,James Van Riemsdyk,toronto-maple-leafs,2017-2018
5697,4200000,Tyler Bozak,toronto-maple-leafs,2017-2018
5698,4050000,Jake Gardiner,toronto-maple-leafs,2017-2018
5699,3000000,Ron Hainsey,toronto-maple-leafs,2017-2018
5700,2950000,Leo Komarov,toronto-maple-leafs,2017-2018
5701,2500000,Matt Martin,toronto-maple-leafs,2017-2018
5702,2250000,Zach Hyman,toronto-maple-leafs,2017-2018
5703,2100000,Connor Brown,toronto-maple-leafs,2017-2018
5704,1250000,Martin Marincin,toronto-maple-leafs,2017-2018
5705,1100000,Roman Polak,toronto-maple-leafs,2017-2018
5706,1000000,Calvin Pickard,toronto-maple-leafs,2017-2018
5707,1000000,Dominic Moore,toronto-maple-leafs,2017-2018
5708,925000,Andreas Borgman,toronto-maple-leafs,2017-2018
5709,925000,Auston Matthews,toronto-maple-leafs,2017-2018
5710,925000,Calle Rosen,toronto-maple-leafs,2017-2018
5711,894167,Mitchell Marner,toronto-maple-leafs,2017-2018
5712,894167,William Nylander,toronto-maple-leafs,2017-2018
5713,863333,Travis Dermott,toronto-maple-leafs,2017-2018
5714,863333,Frederik Gauthier,toronto-maple-leafs,2017-2018
5715,863333,Kasperi Kapanen,toronto-maple-leafs,2017-2018
5716,850000,Curtis Mcelhinney,toronto-maple-leafs,2017-2018
5717,750000,Connor Carrick,toronto-maple-leafs,2017-2018
5718,675000,Garret Sparks,toronto-maple-leafs,2017-2018
5719,650000,Justin Holl,toronto-maple-leafs,2017-2018
5720,612500,Josh Leivo,toronto-maple-leafs,2017-2018
5721,6100000,Dan Sedin,vancouver-canucks,2011-2012
5722,6100000,Henrik Sedin,vancouver-canucks,2011-2012
5723,5333333,Roberto Luongo,vancouver-canucks,2011-2012
5724,5000000,Ryan Kesler,vancouver-canucks,2011-2012
5725,4600000,Kevin Bieksa,vancouver-canucks,2011-2012
5726,4500000,Dan Hamhuis,vancouver-canucks,2011-2012
5727,4250000,David Booth,vancouver-canucks,2011-2012
5728,4200000,Keith Ballard,vancouver-canucks,2011-2012
5729,3250000,Alex Edler,vancouver-canucks,2011-2012
5730,2650000,Samuel Pahlsson,vancouver-canucks,2011-2012
5731,2550000,Mason Raymond,vancouver-canucks,2011-2012
5732,2500000,Manny Malhotra,vancouver-canucks,2011-2012
5733,2500000,Mikael Samuelsson,vancouver-canucks,2011-2012
5734,2000000,Alex Burrows,vancouver-canucks,2011-2012
5735,2000000,Sami Salo,vancouver-canucks,2011-2012
5736,1900000,Chris Higgins,vancouver-canucks,2011-2012
5737,1350000,Jannik Hansen,vancouver-canucks,2011-2012
5738,1225000,Andrew Alberts,vancouver-canucks,2011-2012
5739,1000000,Maxim Lapierre,vancouver-canucks,2011-2012
5740,925000,Ryan Parent,vancouver-canucks,2011-2012
5741,900000,Darren Archibald,vancouver-canucks,2011-2012
5742,900000,Jordan Schroeder,vancouver-canucks,2011-2012
5743,900000,Chris Tanev,vancouver-canucks,2011-2012
5744,900000,Cory Schneider,vancouver-canucks,2011-2012
5745,750000,Aaron Rome,vancouver-canucks,2011-2012
5746,700000,Byron Bitz,vancouver-canucks,2011-2012
5747,700000,Alex Sulzer,vancouver-canucks,2011-2012
5748,665000,Eddie Lack,vancouver-canucks,2011-2012
5749,612500,Aaron Volpatti,vancouver-canucks,2011-2012
5750,605000,Dale Weise,vancouver-canucks,2011-2012
5751,600000,Steve  Pinizzotto,vancouver-canucks,2011-2012
5752,550000,Marc-Andre Gragnani,vancouver-canucks,2011-2012
5753,537500,Andrew Gordon,vancouver-canucks,2011-2012
5754,525000,Andrew Ebbett,vancouver-canucks,2011-2012
5755,6100000,Dan Sedin,vancouver-canucks,2012-2013
5756,6100000,Henrik Sedin,vancouver-canucks,2012-2013
5757,5333333,Roberto Luongo,vancouver-canucks,2012-2013
5758,5000000,Ryan Kesler,vancouver-canucks,2012-2013
5759,4600000,Kevin Bieksa,vancouver-canucks,2012-2013
5760,4600000,Jason Garrison,vancouver-canucks,2012-2013
5761,4500000,Dan Hamhuis,vancouver-canucks,2012-2013
5762,4250000,David Booth,vancouver-canucks,2012-2013
5763,4200000,Keith Ballard,vancouver-canucks,2012-2013
5764,4000000,Derek Roy,vancouver-canucks,2012-2013
5765,4000000,Cory Schneider,vancouver-canucks,2012-2013
5766,3250000,Alex Edler,vancouver-canucks,2012-2013
5767,2500000,Manny Malhotra,vancouver-canucks,2012-2013
5768,2275000,Mason Raymond,vancouver-canucks,2012-2013
5769,2000000,Alex Burrows,vancouver-canucks,2012-2013
5770,1900000,Chris Higgins,vancouver-canucks,2012-2013
5771,1350000,Jannik Hansen,vancouver-canucks,2012-2013
5772,1225000,Andrew Alberts,vancouver-canucks,2012-2013
5773,1000000,Maxim Lapierre,vancouver-canucks,2012-2013
5774,925000,Kellen Lain,vancouver-canucks,2012-2013
5775,900000,Stefan Schneider,vancouver-canucks,2012-2013
5776,900000,Darren Archibald,vancouver-canucks,2012-2013
5777,900000,Jordan Schroeder,vancouver-canucks,2012-2013
5778,900000,Chris Tanev,vancouver-canucks,2012-2013
5779,750000,Eddie Lack,vancouver-canucks,2012-2013
5780,700000,Derek Joslin,vancouver-canucks,2012-2013
5781,615000,Dale Weise,vancouver-canucks,2012-2013
5782,600000,Andrew Ebbett,vancouver-canucks,2012-2013
5783,600000,Jim Vandermeer,vancouver-canucks,2012-2013
5784,6100000,Dan Sedin,vancouver-canucks,2013-2014
5785,6100000,Henrik Sedin,vancouver-canucks,2013-2014
5786,5000000,Alex Edler,vancouver-canucks,2013-2014
5787,5000000,Ryan Kesler,vancouver-canucks,2013-2014
5788,4600000,Jason Garrison,vancouver-canucks,2013-2014
5789,4600000,Kevin Bieksa,vancouver-canucks,2013-2014
5790,4500000,Alex Burrows,vancouver-canucks,2013-2014
5791,4500000,Dan Hamhuis,vancouver-canucks,2013-2014
5792,4250000,David Booth,vancouver-canucks,2013-2014
5793,2500000,Chris Higgins,vancouver-canucks,2013-2014
5794,1500000,Chris Tanev,vancouver-canucks,2013-2014
5795,1350000,Jannik Hansen,vancouver-canucks,2013-2014
5796,1150000,Brad Richardson,vancouver-canucks,2013-2014
5797,870000,Zach Kassian,vancouver-canucks,2013-2014
5798,750000,Tom Sestito,vancouver-canucks,2013-2014
5799,750000,Eddie Lack,vancouver-canucks,2013-2014
5800,600000,Andrew Alberts,vancouver-canucks,2013-2014
5801,600000,Jordan Schroeder,vancouver-canucks,2013-2014
5802,586667,Yannick Weber,vancouver-canucks,2013-2014
5803,550000,Zach Dalpe,vancouver-canucks,2013-2014
5804,550000,Mike Santorelli,vancouver-canucks,2013-2014
5805,550000,Ryan Stanton,vancouver-canucks,2013-2014
5806,367949,Shawn Matthias,vancouver-canucks,2013-2014
5807,252308,Jacob Markstrom,vancouver-canucks,2013-2014
5808,176021,Nicklas Jensen,vancouver-canucks,2013-2014
5809,147051,Michael Zalewski,vancouver-canucks,2013-2014
5810,103066,Frank Corrado,vancouver-canucks,2013-2014
5811,7000000,Henrik Sedin,vancouver-canucks,2014-2015
5812,7000000,Dan Sedin,vancouver-canucks,2014-2015
5813,6000000,Ryan Miller,vancouver-canucks,2014-2015
5814,5000000,Alex Edler,vancouver-canucks,2014-2015
5815,5000000,Radim Vrbata,vancouver-canucks,2014-2015
5816,4600000,Kevin Bieksa,vancouver-canucks,2014-2015
5817,4500000,Alex Burrows,vancouver-canucks,2014-2015
5818,4500000,Dan Hamhuis,vancouver-canucks,2014-2015
5819,2500000,Jannik Hansen,vancouver-canucks,2014-2015
5820,2500000,Chris Higgins,vancouver-canucks,2014-2015
5821,2175000,Luca Sbisa,vancouver-canucks,2014-2015
5822,2000000,Chris Tanev,vancouver-canucks,2014-2015
5823,1900000,Nick Bonino,vancouver-canucks,2014-2015
5824,1750000,Shawn Matthias,vancouver-canucks,2014-2015
5825,1750000,Zach Kassian,vancouver-canucks,2014-2015
5826,1633333,Derek Dorsett,vancouver-canucks,2014-2015
5827,1150000,Brad Richardson,vancouver-canucks,2014-2015
5828,1150000,Eddie Lack,vancouver-canucks,2014-2015
5829,850000,Yannick Weber,vancouver-canucks,2014-2015
5830,773893,Bo Horvat,vancouver-canucks,2014-2015
5831,735000,Linden Vey,vancouver-canucks,2014-2015
5832,550000,Ryan Stanton,vancouver-canucks,2014-2015
5833,198252,Brandon Mcmillan,vancouver-canucks,2014-2015
5834,7000000,Henrik Sedin,vancouver-canucks,2015-2016
5835,7000000,Dan Sedin,vancouver-canucks,2015-2016
5836,6000000,Ryan Miller,vancouver-canucks,2015-2016
5837,5000000,Alex Edler,vancouver-canucks,2015-2016
5838,5000000,Radim Vrbata,vancouver-canucks,2015-2016
5839,4500000,Dan Hamhuis,vancouver-canucks,2015-2016
5840,4500000,Alex Burrows,vancouver-canucks,2015-2016
5841,4450000,Chris Tanev,vancouver-canucks,2015-2016
5842,3600000,Luca Sbisa,vancouver-canucks,2015-2016
5843,3300000,Brandon Sutter,vancouver-canucks,2015-2016
5844,2650000,Derek Dorsett,vancouver-canucks,2015-2016
5845,2500000,Jannik Hansen,vancouver-canucks,2015-2016
5846,2500000,Chris Higgins,vancouver-canucks,2015-2016
5847,2500000,Brandon Prust,vancouver-canucks,2015-2016
5848,1750000,Matt Bartkowski,vancouver-canucks,2015-2016
5849,1550000,Jacob Markstrom,vancouver-canucks,2015-2016
5850,1500000,Yannick Weber,vancouver-canucks,2015-2016
5851,1000000,Linden Vey,vancouver-canucks,2015-2016
5852,900000,Sven Baertschi,vancouver-canucks,2015-2016
5853,896250,Ben Hutton,vancouver-canucks,2015-2016
5854,894167,Bo Horvat,vancouver-canucks,2015-2016
5855,894167,Jared Mccann,vancouver-canucks,2015-2016
5856,894167,Jake Virtanen,vancouver-canucks,2015-2016
5857,863333,Brendan Gaunce,vancouver-canucks,2015-2016
5858,850500,Emerson Etem,vancouver-canucks,2015-2016
5859,792500,Andrei Pedan,vancouver-canucks,2015-2016
5860,767500,Markus Granlund,vancouver-canucks,2015-2016
5861,750000,Alex Biega,vancouver-canucks,2015-2016
5862,600000,Joe Cannata,vancouver-canucks,2015-2016
5863,7000000,Dan Sedin,vancouver-canucks,2016-2017
5864,7000000,Henrik Sedin,vancouver-canucks,2016-2017
5865,6000000,Loui Eriksson,vancouver-canucks,2016-2017
5866,6000000,Ryan Miller,vancouver-canucks,2016-2017
5867,5000000,Alex Edler,vancouver-canucks,2016-2017
5868,4450000,Chris Tanev,vancouver-canucks,2016-2017
5869,4375000,Brandon Sutter,vancouver-canucks,2016-2017
5870,3600000,Luca Sbisa,vancouver-canucks,2016-2017
5871,3500000,Erik Gudbranson,vancouver-canucks,2016-2017
5872,2650000,Derek Dorsett,vancouver-canucks,2016-2017
5873,1850000,Sven Baertschi,vancouver-canucks,2016-2017
5874,1550000,Jacob Markstrom,vancouver-canucks,2016-2017
5875,1025000,Philip Larsen,vancouver-canucks,2016-2017
5876,950000,Anton Rodin,vancouver-canucks,2016-2017
5877,925000,Brock Boeser,vancouver-canucks,2016-2017
5878,925000,Thatcher Demko,vancouver-canucks,2016-2017
5879,925000,Michael Garteig,vancouver-canucks,2016-2017
5880,925000,Griffen Molino,vancouver-canucks,2016-2017
5881,925000,Troy Stecher,vancouver-canucks,2016-2017
5882,925000,Nikita Tryamkin,vancouver-canucks,2016-2017
5883,900000,Markus Granlund,vancouver-canucks,2016-2017
5884,896250,Ben Hutton,vancouver-canucks,2016-2017
5885,894167,Jake Virtanen,vancouver-canucks,2016-2017
5886,894167,Bo Horvat,vancouver-canucks,2016-2017
5887,863333,Nikolay Goldobin,vancouver-canucks,2016-2017
5888,863333,Brendan Gaunce,vancouver-canucks,2016-2017
5889,836666,Yan Pavel Laplante,vancouver-canucks,2016-2017
5890,755000,Jordan Subban,vancouver-canucks,2016-2017
5891,750000,Alex Biega,vancouver-canucks,2016-2017
5892,742500,Joseph Cramarossa,vancouver-canucks,2016-2017
5893,715000,Reid Boucher,vancouver-canucks,2016-2017
